target,BJD,RV_mlc_nzp,e_RV_mlc_nzp
HD69830,2454953.53897156,30299.5961164341,0.170788401048691
HD69830,2454954.53984796,30298.1261693775,0.161024253004478
HD69830,2454954.54489383,30297.3274446994,0.165013930108048
HD69830,2454955.51101628,30294.7118459836,0.187712197115111
HD69830,2454955.51563394,30294.4876894082,0.195426157621636
HD69830,2454956.53669398,30293.1131917988,0.267495834588572
HD69830,2454956.5418903,30293.9425540237,0.287708651394093
HD69830,2454959.54923095,30298.3437824828,0.37224530461756
HD69830,2454959.55307322,30297.1041002188,0.371419346936714
HD69830,2454959.55693864,30297.0471428991,0.401565521151903
HD69830,2454988.46361255,30301.9377981374,0.244242871436687
HD69830,2454988.46752431,30302.6423253035,0.238178711655718
HD69830,2454988.47133192,30302.061210458,0.239793430275003
HD69830,2454989.44999166,30300.5942466891,0.282961503365863
HD69830,2454989.45389186,30300.1576081414,0.259874355466207
HD69830,2454989.45769947,30301.225091852,0.244606110027012
HD69830,2454990.46314061,30297.9467457922,0.24973548038124
HD69830,2454990.46705239,30298.3300027018,0.237491445912579
HD69830,2454990.47079056,30297.1037195938,0.237095480831513
HD69830,2454992.46541493,30295.1234763194,0.207033319500756
HD69830,2454992.47120158,30295.1731628327,0.208186702243053
HD69830,2455111.88319506,30289.9423285664,0.123929613909908
HD69830,2455115.88016152,30293.0480976536,0.193870287640377
HD69830,2455121.86775086,30295.8957411768,0.228592486747166
HD69830,2455121.87331845,30295.2583713324,0.21822867069016
HD69830,2455124.87052217,30300.1519696938,0.203406191691984
HD69830,2455124.87547629,30300.6482749064,0.186553172577118
HD69830,2455126.85416007,30303.040061754,0.236137145639607
HD69830,2455126.85800299,30303.9012058739,0.240346105289654
HD69830,2455126.86188063,30303.7330277885,0.23626919922491
HD69830,2455129.87289811,30297.0386281016,0.252281240260752
HD69830,2455129.87618543,30296.7211755972,0.230552591987573
HD69830,2455129.87947274,30297.2065991639,0.22353161976197
HD69830,2455133.8780531,30297.6666249879,0.287686070095299
HD69830,2455133.88363228,30297.5103083084,0.260103537830457
HD69830,2455135.87475122,30297.756396939,0.158999332247026
HD69830,2455135.8802841,30298.1045150899,0.177855283234729
HD69830,2455138.88157063,30290.2658243096,0.143544463931914
HD69830,2455140.86702962,30290.5507000324,0.164152735877947
HD69830,2455140.8725625,30290.9658875803,0.167006164055555
HD69830,2455143.83098606,30296.7807496868,0.182463281653463
HD69830,2455143.83627586,30296.2635631242,0.175564515875744
HD69830,2455223.76745235,30302.6917608722,0.312187563841334
HD69830,2455223.76983662,30302.9013499416,0.305077308683894
HD69830,2455223.77231349,30302.5417238788,0.313499312391429
HD69830,2455223.7747672,30301.7533545306,0.315804088877601
HD69830,2455225.70888409,30297.272228018,0.326255727280613
HD69830,2455225.71149983,30296.5416324961,0.329300520409673
HD69830,2455225.71413873,30296.9897342423,0.346956276353657
HD69830,2455225.71699753,30298.2068493449,0.36299750380172
HD69830,2455241.72939613,30297.6629692336,0.295351424835412
HD69830,2455241.7329493,30297.6183710138,0.28982980939924
HD69830,2455241.73647932,30297.5644886288,0.299470573320184
HD69830,2455243.77160702,30296.3971007991,0.23668823216856
HD69830,2455243.77544952,30296.43376896,0.217080097918938
HD69830,2455243.77929202,30297.3768070203,0.228394032212171
HD69830,2455244.75159436,30299.7642138981,0.221261867953575
HD69830,2455244.75576092,30298.8392624218,0.231611618504334
HD69830,2455244.75986962,30298.7365101325,0.236836095770755
HD69830,2455246.72760615,30305.9087367219,0.185931140065894
HD69830,2455246.73336988,30305.5107376909,0.192201781950943
